StockCode,total_orders,total_sales,maximum_sales,minimum_sales,mean_sales,median_sales,sales_figure,maximum_figure,minimum_figure,mean_figure,median_figure,cus_count,max_order_cus,mean_order_cus,median_order_cus,refund_ratio,max_order_gap,min_order_gap
22755,169,1111,96,1,6.573964497,2,910.94,69.12,0.85,5.390177515,2.55,91,35,1.857142857,1,0,16,0
22756,73,385,72,1,5.273972603,2,476.83,90,1.25,6.531917808,2.5,51,10,1.431372549,1,0,29,0
22757,88,652,72,-1,7.409090909,3,806.58,90,-1.25,9.165681818,3.75,60,10,1.466666667,1,0.001531394,22,0
22758,100,594,72,1,5.94,2,726.96,90,1.25,7.2696,2.5,64,14,1.5625,1,0,22,0
22759,338,5183,672,-12,15.33431953,12,8244.15,974.4,-19.8,24.39097633,19.8,253,10,1.335968379,1,0.00460918,19,0
22760,72,253,54,-1,3.513888889,1,3015.15,591.3,-12.75,41.87708333,12.75,50,8,1.44,1,0.023166023,28,0
22761,24,31,4,-2,1.291666667,1,752.45,87.8,-43.9,31.35208333,24.95,21,2,1.142857143,1,0.060606061,57,0
22762,92,121,8,-8,1.315217391,1,1736.35,102,-102,18.87336957,14.95,73,4,1.260273973,1,0.129496403,21,0
22763,93,176,12,-2,1.892473118,2,1716.4,102,-19.9,18.45591398,19.9,74,5,1.256756757,1,0.027624309,19,0
22764,3,2,2,-1,0.666666667,1,49.9,49.9,-24.95,16.63333333,24.95,2,2,1.5,1.5,0.333333333,11,0
22765,3,25,23,1,8.333333333,1,257.37,227.47,14.95,85.79,14.95,3,1,1,1,0,4,0
22766,465,3121,416,-7,6.711827957,4,9112.19,1331.2,-20.65,19.59610753,11.8,277,14,1.678700361,1,0.010462904,13,0
22767,216,701,128,-10,3.24537037,2,6335.83,860.16,-99.5,29.3325463,19.9,151,9,1.430463576,1,0.047554348,19,0
22768,250,762,128,-4,3.048,2,6926.69,860.16,-39.8,27.70676,19.9,182,6,1.373626374,1,0.041509434,14,0
22769,5,-4,4,-8,-0.8,1,-87.8,87.8,-175.6,-17.56,24.95,4,2,1.25,1,1.666666667,7,0
22770,57,77,8,-1,1.350877193,1,1133.55,102,-14.95,19.88684211,14.95,43,3,1.325581395,1,0.049382716,23,0
22771,332,5668,192,-14,17.07228916,12,6816.92,203.52,-17.5,20.53289157,15,165,17,2.012121212,1,0.005265005,12,0
22772,178,3330,192,-2,18.70786517,12,3907.97,203.52,-2.5,21.95488764,15,85,13,2.094117647,1,0.00090009,12,0
22773,147,1816,192,1,12.3537415,12,2197.52,163.2,1.25,14.94911565,15,82,13,1.792682927,1,0,20,0
22774,102,1979,192,-14,19.40196078,12,2287.46,203.52,-17.5,22.42607843,15,57,11,1.789473684,1,0.00802005,43,0
22775,159,2514,192,-20,15.81132075,12,3044.87,203.52,-25,19.15012579,15,79,16,2.012658228,1,0.011014949,19,0
22776,482,1011,24,-23,2.097510373,1,9588.2,204,-195.5,19.89253112,9.95,329,12,1.465045593,1,0.083408885,12,0
22777,46,326,109,-2,7.086956522,2,2556.8,833.85,-17,55.5826087,17,37,3,1.243243243,1,0.01510574,94,0
22778,131,695,48,-24,5.305343511,3,2520.63,162.72,-81.36,19.24145038,11.85,81,20,1.617283951,1,0.084321476,32,0
22779,152,1491,200,-12,9.809210526,4,5594.35,674,-51,36.80493421,17,85,10,1.788235294,1,0.016490765,19,0
22780,134,1300,200,-4,9.701492537,4,4848.84,674,-17,36.18537313,17,80,8,1.675,1,0.016641452,19,0
22781,168,501,24,-6,2.982142857,2,3658.27,162,-45.9,21.77541667,15.3,120,8,1.4,1,0.045714286,19,0
22782,72,236,32,1,3.277777778,1.5,3275.2,318.4,24.95,45.48888889,27.4,63,3,1.142857143,1,0,28,0
22783,32,462,200,1,14.4375,4,5922.12,2496,19.95,185.06625,31.8,29,3,1.103448276,1,0,59,0
22784,287,1142,48,-4,3.979094077,3,5361.28,204,-19.8,18.68041812,14.85,192,7,1.494791667,1,0.03465765,16,0
22785,45,89,6,1,1.977777778,2,607.43,40.5,6.75,13.49844444,13.5,41,2,1.097560976,1,0,50,0
22786,34,92,10,1,2.705882353,2,547.24,49.5,5.95,16.09529412,11.9,28,2,1.214285714,1,0,85,0
22788,50,199,85,-2,3.98,2,1677.25,576.3,-19.9,33.545,19.9,35,7,1.428571429,1,0.029268293,29,0
22789,128,820,36,-1,6.40625,4,1568.56,59.4,-1.95,12.254375,7.8,100,4,1.28,1,0.001218027,25,0
22791,259,6710,144,-72,25.90733591,12,7673.56,152.64,-76.32,29.62764479,15,173,14,1.497109827,1,0.025700595,49,0
22792,122,2071,144,-12,16.97540984,12,1698.73,103.68,-10.2,13.92401639,10.2,94,5,1.29787234,1,0.005760922,21,0
22794,155,287,10,-2,1.851612903,2,2269.65,67.5,-15.9,14.64290323,15.9,111,13,1.396396396,1,0.017123288,18,0
22795,282,1037,48,-10,3.677304965,2,6691.75,285.6,-67.5,23.72960993,13.5,169,10,1.668639053,1,0.010496183,90,0
22796,231,487,18,-12,2.108225108,2,4734,153,-102,20.49350649,19.9,142,14,1.626760563,1,0.101476015,19,0
22797,86,132,30,-2,1.534883721,1,2205.4,508.5,-33.9,25.64418605,16.95,62,7,1.387096774,1,0.083333333,25,0
22798,194,1421,120,-8,7.324742268,8,4048.47,306,-23.6,20.86840206,23.6,120,13,1.616666667,1,0.030695771,14,0
22799,75,168,12,1,2.24,2,1409.3,91.8,8.5,18.79066667,17,65,5,1.153846154,1,0,31,0
22800,138,738,128,-2,5.347826087,4,2715.88,433.92,-7.5,19.68028986,15,107,4,1.289719626,1,0.008064516,14,0
22801,170,828,80,-6,4.870588235,4,2995.31,271.2,-22.5,17.61947059,15,120,8,1.416666667,1,0.022432113,18,0
22802,29,46,6,1,1.586206897,1,884.7,101.7,19.95,30.50689655,19.95,25,4,1.16,1,0,72,0
22803,25,46,5,1,1.84,2,1715.9,178.75,39.95,68.636,71.5,18,8,1.388888889,1,0,92,0
22804,420,2665,320,-160,6.345238095,3,6695.91,408,-408,15.94264286,8.85,253,10,1.660079051,1,0.061950018,12,0
22805,125,1548,192,-12,12.384,12,1891.68,203.52,-15,15.13344,15,76,10,1.644736842,1,0.008327995,18,0
22806,23,183,48,1,7.956521739,6,520.65,122.4,2.95,22.63695652,17.7,23,1,1,1,0,56,0
22807,95,575,72,1,6.052631579,6,1641.49,183.6,2.95,17.27884211,17.7,66,7,1.439393939,1,0,25,0
22808,52,276,24,-18,5.307692308,6,814.2,70.8,-53.1,15.65769231,17.7,48,2,1.083333333,1,0.06122449,174,0
22809,169,1088,72,-12,6.437869822,6,3195.32,183.6,-35.4,18.90721893,17.7,137,11,1.233576642,1,0.021582734,121,0
22810,139,849,60,-48,6.107913669,6,2637.23,153,-122.4,18.9728777,17.7,105,11,1.323809524,1,0.059800664,110,0
22811,47,620,96,-1,13.19148936,2,1671.08,244.8,-2.95,35.55489362,11.58,32,6,1.46875,1,0.001610306,51,0
22812,129,1546,96,-12,11.98449612,6,2916.02,158.4,-23.4,22.6048062,12.39,98,12,1.316326531,1,0.013401404,195,0
22813,149,2215,192,1,14.86577181,12,4101.47,316.8,1.95,27.5266443,23.4,114,8,1.307017544,1,0,18,0
22814,93,1413,144,1,15.19354839,12,571.86,51.84,0.42,6.149032258,5.04,73,8,1.273972603,1,0,28,0
22815,112,1788,72,12,15.96428571,12,738,25.92,5.04,6.589285714,5.04,78,7,1.435897436,1,0,20,0
22816,166,3246,108,6,19.55421687,12,1339.56,38.88,2.52,8.069638554,5.04,150,3,1.106666667,1,0,196,0
22817,125,1834,72,1,14.672,12,753,25.92,0.42,6.024,5.04,78,7,1.602564103,1,0,16,0
22818,159,2946,72,-72,18.52830189,12,1228.68,30.24,-30.24,7.72754717,5.04,145,4,1.096551724,1,0.031558185,202,0
22819,122,1810,144,1,14.83606557,12,742.92,51.84,0.42,6.089508197,5.04,93,9,1.311827957,1,0,20,0
22820,46,747,192,-2,16.23913043,12,485.73,124.8,-1.3,10.55934783,7.8,42,3,1.095238095,1,0.002670227,24,0
22821,67,810,48,-12,12.08955224,12,526.86,31.2,-7.8,7.86358209,7.8,51,5,1.31372549,1,0.01459854,42,0
22822,145,413,16,-1,2.848275862,2,2378.86,79.2,-5.95,16.40593103,11.9,119,4,1.218487395,1,0.004819277,26,0
22823,13,24,4,1,1.846153846,1,2745,440,125,211.1538462,125,13,1,1,1,0,63,0
22824,44,54,4,-1,1.227272727,1,1902.3,131.8,-35.95,43.23409091,35.95,42,2,1.047619048,1,0.018181818,48,0
22825,26,68,10,-2,2.615384615,2,531,67.5,-13.5,20.42307692,15.9,23,3,1.130434783,1,0.028571429,57,0
22826,44,55,6,-1,1.25,1,5735,510,-195,130.3409091,85,33,3,1.333333333,1,0.051724138,86,0
22827,29,32,2,-1,1.103448276,1,5000,290,-165,172.4137931,165,21,3,1.380952381,1,0.085714286,55,0
22828,7,10,2,1,1.428571429,1,1530,290,165,218.5714286,165,7,1,1,1,0,115,0
22829,101,205,10,-8,2.02970297,2,1978.85,85,-68,19.59257426,19.9,80,5,1.2625,1,0.046511628,31,0
22830,6,131,96,1,21.83333333,1.5,2610.29,1914.24,20,435.0483333,26.95,5,2,1.2,1,0,31,0
22831,105,672,144,1,6.4,6,1924.8,367.2,2.95,18.33142857,17.7,91,3,1.153846154,1,0,30,0
22832,74,148,16,-2,2,2,1570.2,159.2,-21.5,21.21891892,21.5,65,3,1.138461538,1,0.04516129,34,0
22833,4,75,72,1,18.75,1,2503.53,2353.68,49.95,625.8825,49.95,4,1,1,1,0,36,0
22834,291,4361,384,-72,14.9862543,5,5698.38,326.4,-151.2,19.58206186,10.5,194,6,1.5,1,0.044478528,37,0
22835,482,2375,312,-312,4.927385892,4,11175.35,1326,-1326,23.18537344,18.6,307,12,1.570032573,1,0.127159133,15,0
22837,138,955,36,-36,6.920289855,4,4321.55,153,-153,31.31557971,18.6,108,3,1.277777778,1,0.037298387,94,0
22838,145,520,96,-96,3.586206897,1,7006.38,1224,-1224,48.31986207,14.95,115,8,1.260869565,1,0.196290572,58,0
22839,147,348,36,-2,2.367346939,1,4715.36,459,-29.9,32.07727891,14.95,107,7,1.373831776,1,0.038674033,21,0
22840,261,867,144,-2,3.32183908,2,6410.93,1000.8,-15.9,24.56295019,15.9,191,9,1.366492147,1,0.017006803,14,0
22841,208,501,36,-2,2.408653846,2,3768.28,250.2,-15.9,18.11673077,15.9,156,6,1.333333333,1,0.025291829,19,0
22842,159,554,48,-2,3.48427673,2,3489.1,285.6,-13.5,21.94402516,13.5,120,6,1.325,1,0.031468531,16,0
22843,123,424,48,-2,3.447154472,2,2624.38,285.6,-13.5,21.33642276,13.5,92,5,1.336956522,1,0.023041475,26,0
22844,293,779,60,-12,2.658703072,2,6390.05,459,-91.8,21.80904437,17,175,8,1.674285714,1,0.034696406,18,0
22845,239,668,60,-3,2.794979079,2,3989.89,256.2,-19.05,16.69410042,12.7,154,10,1.551948052,1,0.020527859,15,0
22846,255,579,40,-4,2.270588235,1,8848.66,466.8,-59.8,34.70062745,16.95,156,11,1.634615385,1,0.041390728,21,0
22847,359,790,40,-4,2.200557103,1,12197.74,478.4,-59.8,33.97699164,16.95,207,8,1.734299517,1,0.051620648,44,0
22848,120,291,30,-4,2.425,1,4421.9,348.9,-59.8,36.84916667,16.95,68,7,1.764705882,1,0.036423841,16,0
22849,129,293,32,-4,2.271317829,1,4472.11,372.16,-59.8,34.66751938,16.95,79,5,1.632911392,1,0.048701299,57,0
22851,293,2577,96,-12,8.795221843,4,2120.25,69.12,-10.2,7.236348123,3.4,197,6,1.487309645,1,0.005019305,12,0
22852,105,331,16,-4,3.152380952,4,1410.17,73.92,-17,13.43019048,17,81,6,1.296296296,1,0.014880952,21,0
22853,99,409,16,-6,4.131313131,4,1325.45,55.2,-19.5,13.38838384,13,75,6,1.32,1,0.014457831,19,0
22854,152,747,96,-1,4.914473684,4,3532.45,408,-4.95,23.23980263,19.8,123,5,1.235772358,1,0.004,48,0
22855,181,2496,96,-12,13.79005525,12,2969.52,101.76,-15,16.40618785,15,152,6,1.190789474,1,0.004784689,21,0
22856,24,543,288,-19,22.625,12,624.03,305.28,-23.75,26.00125,15,21,2,1.142857143,1,0.037234043,137,0
22857,61,1156,144,2,18.95081967,12,945.16,103.68,1.7,15.49442623,10.2,56,2,1.089285714,1,0,113,0
22858,116,1071,108,-6,9.232758621,6,1702.35,156.6,-9.9,14.67543103,9.9,103,3,1.126213592,1,0.009250694,77,0
22859,136,1118,108,-12,8.220588235,6,1779.9,156.6,-19.8,13.0875,9.9,112,6,1.214285714,1,0.027826087,34,0
22860,89,552,60,-9,6.202247191,6,910.8,99,-14.85,10.23370787,9.9,83,3,1.072289157,1,0.026455026,91,0
22861,38,292,48,1,7.684210526,6,481.8,79.2,1.65,12.67894737,9.9,36,2,1.055555556,1,0,29,0
22862,46,143,8,1,3.108695652,4,607.75,34,4.25,13.21195652,17,42,3,1.095238095,1,0,16,0
22863,95,671,48,-12,7.063157895,4,1883.45,122.4,-35.4,19.82578947,11.8,76,5,1.25,1,0.019005848,26,0
22865,535,7220,480,-36,13.4953271,8,14400.29,888,-75.6,26.91642991,16.8,354,8,1.511299435,1,0.016616726,43,0
22866,461,5490,288,-96,11.90889371,5,11001.96,515.52,-177.6,23.86542299,10.5,319,6,1.445141066,1,0.017713366,92,0
22867,443,5225,192,-12,11.79458239,6,10517.74,355.2,-25.2,23.74207675,12.6,321,6,1.380062305,1,0.009290861,134,0
22868,11,54,8,1,4.909090909,8,105.3,15.6,1.95,9.572727273,15.6,10,2,1.1,1,0,58,0
22869,20,68,8,-1,3.4,1.5,132.6,15.6,-1.95,6.63,2.925,19,2,1.052631579,1,0.014492754,55,0
22870,17,67,8,1,3.941176471,2,130.65,15.6,1.95,7.685294118,3.9,14,2,1.214285714,1,0,45,0
22871,10,52,8,1,5.2,7,101.4,15.6,1.95,10.14,13.65,10,1,1,1,0,90,0
22872,13,55,8,1,4.230769231,2,107.25,15.6,1.95,8.25,3.9,13,1,1,1,0,67,0
22873,13,47,8,1,3.615384615,1,91.65,15.6,1.95,7.05,1.95,12,2,1.083333333,1,0,90,0
22874,12,54,8,1,4.5,4,105.3,15.6,1.95,8.775,7.8,10,3,1.2,1,0,58,0
22875,14,51,8,1,3.642857143,2,99.45,15.6,1.95,7.103571429,3.9,14,1,1,1,0,61,0
22876,11,52,8,1,4.727272727,6,101.4,15.6,1.95,9.218181818,11.7,11,1,1,1,0,58,0
22877,14,55,8,-1,3.928571429,2,107.25,15.6,-1.95,7.660714286,3.9,13,2,1.076923077,1,0.017857143,75,0
22878,12,51,10,-1,4.25,5,107.1,21,-2.1,8.925,10.5,11,2,1.090909091,1,0.019230769,74,0
22879,8,62,24,2,7.75,2,69.34,34.72,3.9,8.6675,3.9,6,2,1.333333333,1,0,94,0
22880,12,72,24,1,6,2,88.84,34.72,1.95,7.403333333,3.9,8,3,1.5,1,0,94,0
22881,13,79,24,1,6.076923077,2,102.49,34.72,1.95,7.883846154,3.9,9,3,1.444444444,1,0,65,0
22882,19,80,24,-1,4.210526316,2,104.44,34.72,-1.95,5.496842105,3.9,12,3,1.583333333,1,0.012345679,52,0
22883,12,77,24,-1,6.416666667,2,98.59,34.72,-1.95,8.215833333,3.9,9,2,1.333333333,1,0.012820513,57,0
22884,16,75,24,1,4.6875,2,94.69,34.72,1.95,5.918125,3.9,12,2,1.333333333,1,0,66,0
22885,13,78,24,-1,6,2,100.54,34.72,-1.95,7.733846154,3.9,10,2,1.3,1,0.012658228,59,0
22886,12,73,24,1,6.083333333,2,90.79,34.72,1.95,7.565833333,3.9,8,3,1.5,1,0,80,0
22887,10,65,24,1,6.5,2,75.19,34.72,1.95,7.519,3.9,7,3,1.428571429,1,0,94,0
22888,8,63,24,1,7.875,3,71.29,34.72,1.95,8.91125,4.47,7,2,1.142857143,1,0,116,0
22889,9,147,96,1,16.33333333,2,164.58,72,2.1,18.28666667,4.2,6,3,1.5,1,0,229,0
22890,158,333,24,-12,2.107594937,1,3197.07,204,-102,20.23462025,19.9,97,7,1.628865979,1,0.080110497,16,0
22891,122,309,24,-6,2.532786885,2,1357.93,90,-25.5,11.13057377,8.5,69,9,1.768115942,1,0.085798817,18,0
22892,214,2365,72,-24,11.05140187,12,2892.66,76.32,-25.44,13.5171028,15,118,9,1.813559322,1,0.039008533,13,0
22893,69,1416,288,-9,20.52173913,12,571.68,103.68,-3.78,8.285217391,5.04,45,19,1.533333333,1,0.014613779,22,0
22894,109,289,12,1,2.651376147,2,2802.05,119.4,8.5,25.70688073,19.9,82,8,1.329268293,1,0,21,0
22895,242,1958,100,-6,8.090909091,6,5785.54,275,-17.7,23.90719008,17.7,161,9,1.50310559,1,0.00305499,16,0
22896,223,1468,100,-12,6.582959641,6,3485.45,210,-30.6,15.62982063,15.3,143,16,1.559440559,1,0.012113055,15,0
22897,172,1244,67,-11,7.23255814,4,1770.52,83.75,-15.95,10.29372093,5.8,132,9,1.303030303,1,0.032659409,16,0
22898,273,2154,100,1,7.89010989,8,4027.02,165,1.95,14.75098901,15.6,193,11,1.414507772,1,0,20,0
22899,252,1884,100,-3,7.476190476,6,3789.45,185,-6.3,15.0375,12.6,185,8,1.362162162,1,0.002646903,21,0
22900,387,4246,600,-160,10.97157623,5,12132.1,1392,-371.2,31.34909561,14.75,189,13,2.047619048,1,0.048408785,14,0
22902,96,1174,120,-12,12.22916667,10.5,2226.78,202.8,-25.2,23.195625,22.05,70,6,1.371428571,1,0.020033389,20,0
22903,31,147,40,1,4.741935484,3,419.93,118,2.46,13.54612903,7.38,20,9,1.55,1,0,101,0
22904,242,1766,80,-2,7.297520661,6,5066.74,204,-5.9,20.93694215,17.7,162,7,1.49382716,1,0.001131222,15,0
22905,63,413,80,1,6.555555556,3,1134.56,204,2.46,18.00888889,8.85,47,8,1.340425532,1,0,29,0
22906,185,1491,60,1,8.059459459,4,2376.15,87,1.65,12.84405405,6.6,143,10,1.293706294,1,0,23,0
22907,557,5890,192,-12,10.57450628,6,4798.6,138.24,-10.2,8.61508079,5.1,351,14,1.586894587,1,0.006745363,15,0
22908,317,4090,288,-2,12.9022082,7,3220.72,184.32,-1.7,10.16,5.95,209,8,1.516746411,1,0.000732959,16,0
22909,468,7218,576,-192,15.42307692,12,5799.3,414.72,-138.24,12.39166667,10.2,345,16,1.356521739,1,0.034510433,70,0
22910,650,8343,320,-200,12.83538462,6,22709.25,816,-510,34.93730769,17.7,445,9,1.460674157,1,0.040372671,43,0
22911,82,425,80,-3,5.182926829,3,1208.59,204,-8.85,14.73890244,8.85,66,5,1.242424242,1,0.009324009,42,0
22912,93,264,72,-4,2.838709677,1,1193.04,242.64,-19.8,12.8283871,4.95,74,5,1.256756757,1,0.022222222,21,0
22913,96,320,72,-3,3.333333333,1.5,1445.04,242.64,-14.85,15.0525,7.425,77,5,1.246753247,1,0.012345679,24,0
22914,138,417,72,-2,3.02173913,2,1925.19,242.64,-9.9,13.95065217,9.9,105,6,1.314285714,1,0.011848341,18,0
22915,122,2382,240,-36,19.52459016,12,971.64,100.8,-15.12,7.964262295,5.04,100,5,1.22,1,0.022167488,19,0
22916,189,1754,200,-12,9.28042328,6,1128.1,130,-7.8,5.968783069,3.9,128,10,1.4765625,1,0.006795017,21,0
22917,192,1797,200,-12,9.359375,6,1156.05,130,-7.8,6.02109375,3.9,130,10,1.476923077,1,0.006633499,21,0
22918,189,1711,200,-12,9.052910053,6,1080.15,110,-7.8,5.715079365,3.9,128,10,1.4765625,1,0.006964597,21,0
22919,193,1616,120,-12,8.373056995,6,1038.4,66,-7.8,5.380310881,3.9,130,11,1.484615385,1,0.007371007,21,0
22920,189,1752,1515,-1515,9.26984127,6,1126.8,833.25,-833.25,5.961904762,3.9,131,10,1.442748092,1,0.465690759,21,0
22921,167,1595,200,-12,9.550898204,6,1024.75,130,-7.8,6.136227545,3.9,114,10,1.464912281,1,0.00746733,21,0
22922,89,1176,120,-120,13.21348315,12,997.5,86.4,-86.4,11.20786517,10.2,71,4,1.253521127,1,0.121076233,29,0
22923,77,937,120,-120,12.16883117,12,780.85,86.4,-86.4,10.14090909,10.2,62,3,1.241935484,1,0.158131177,22,0
22924,76,875,120,-120,11.51315789,12,743.75,86.4,-86.4,9.786184211,10.2,60,4,1.266666667,1,0.152131783,27,0
22925,169,419,36,-4,2.479289941,2,2470.07,178.2,-23.8,14.61579882,11.9,125,8,1.352,1,0.018735363,17,0
22926,192,554,36,-4,2.885416667,2,3224.3,178.2,-23.8,16.79322917,11.9,140,5,1.371428571,1,0.026362039,21,0
22927,136,381,36,-4,2.801470588,2,2194.95,178.2,-23.8,16.13933824,11.9,94,6,1.446808511,1,0.035443038,17,0
22928,88,238,36,-3,2.704545455,2,1445.2,178.2,-17.85,16.42272727,11.9,60,5,1.466666667,1,0.024590164,35,0
22929,15,16,4,-2,1.066666667,1,1004.75,231.8,-130,66.98333333,65,13,2,1.153846154,1,0.157894737,136,0
22930,144,934,96,-96,6.486111111,6,2286.02,201.6,-201.6,15.87513889,15.3,117,4,1.230769231,1,0.093203883,21,0
22931,110,779,144,1,7.081818182,3,1840.36,302.4,2.55,16.73054545,7.65,94,4,1.170212766,1,0,28,0
22932,63,736,144,-96,11.68253968,3,1647.3,302.4,-201.6,26.14761905,7.65,51,4,1.235294118,1,0.140186916,30,0
22933,93,719,144,-144,7.731182796,6,1931.45,306,-302.4,20.76827957,17.7,81,3,1.148148148,1,0.178285714,118,0
22934,70,557,72,-3,7.957142857,5,1518.35,183.6,-8.85,21.69071429,14.75,65,2,1.076923077,1,0.005357143,94,0
22935,52,597,72,-72,11.48076923,6,1753.25,198,-198,33.71634615,19.5,45,4,1.155555556,1,0.107623318,26,0
22936,35,182,72,-72,5.2,2,555.88,198,-198,15.88228571,6.63,29,3,1.206896552,1,0.283464567,70,0
22937,141,915,56,-7,6.489361702,6,2356.48,142.8,-17.85,16.71262411,15.3,122,3,1.155737705,1,0.014008621,21,0
22938,173,2258,144,-24,13.05202312,12,4232.48,280.8,-46.8,24.46520231,23.4,157,5,1.101910828,1,0.025884383,14,0
22939,105,384,50,-12,3.657142857,4,1906.68,212.5,-59.4,18.15885714,19.8,76,6,1.381578947,1,0.035175879,22,0
22940,295,1802,336,-12,6.108474576,3,7317.06,1260,-51,24.80359322,17,225,9,1.311111111,1,0.009345794,37,0
22941,255,1363,384,-12,5.345098039,2,10418.55,2496,-102,40.85705882,17,205,5,1.243902439,1,0.035385704,98,0
22942,116,372,48,-48,3.206896552,2,3066.8,367.2,-367.2,26.43793103,17,96,4,1.208333333,1,0.167785235,139,0
22943,169,1252,144,-8,7.408284024,3,5827.34,712.8,-39.6,34.48130178,14.85,133,4,1.270676692,1,0.021110242,55,0
22944,59,2661,144,-12,45.10169492,72,1082.51,56.16,-4.68,18.34762712,28.08,48,5,1.229166667,1,0.004861631,112,0
22945,141,2653,144,-144,18.81560284,12,2235.55,103.68,-103.68,15.85496454,10.2,116,6,1.215517241,1,0.063536887,70,0
22946,91,353,60,-6,3.879120879,2,5094.95,765,-76.5,55.98846154,33.9,63,5,1.444444444,1,0.027548209,87,0
22947,107,531,42,-2,4.962616822,5,5007.85,357,-15.9,46.80233645,47.7,81,7,1.320987654,1,0.009328358,137,0
22948,104,1379,144,-6,13.25961538,7.5,1208.15,122.4,-5.1,11.61682692,6.72,67,9,1.552238806,1,0.00433213,21,0
22949,89,933,144,-12,10.48314607,12,1352.85,208.8,-17.4,15.2005618,17.4,82,2,1.085365854,1,0.014783527,19,0
22950,171,4855,432,-288,28.39181287,12,6631.75,540,-360,38.78216374,17.4,156,8,1.096153846,1,0.062741313,27,0
22951,363,6994,240,-24,19.26721763,6,3615.56,132,-13.2,9.960220386,3.3,229,9,1.585152838,1,0.016868147,12,0
22952,461,13806,720,-240,29.94793926,24,6938.1,302.4,-100.8,15.05010846,13.2,333,15,1.384384384,1,0.022099448,54,0
22953,82,459,36,1,5.597560976,3,577.38,45,1.25,7.041219512,3.75,61,12,1.344262295,1,0,20,0
22954,30,164,24,-1,5.466666667,3.5,205,30,-1.25,6.833333333,4.375,20,7,1.5,1,0.006060606,40,0
22955,106,1093,144,1,10.31132075,6,1884.9,266.4,0,17.78207547,12.6,86,3,1.23255814,1,0,24,0
22956,171,1745,144,-144,10.20467836,5,3456.62,302.4,-266.4,20.21415205,10.5,139,8,1.230215827,1,0.080126516,16,0
22957,205,1723,240,-12,8.404878049,6,4809.25,612,-35.4,23.4597561,17.7,179,4,1.145251397,1,0.014865638,103,0
22959,132,4375,250,-250,33.14393939,25,1793.5,105,-105,13.58712121,10.5,124,4,1.064516129,1,0.059139785,11,0
22960,948,7712,230,-12,8.135021097,6,30834.27,1058,-46.75,32.52560127,25.5,568,23,1.669014085,1,0.030546826,12,0
22961,865,13857,384,-192,16.01965318,12,19503.65,480,-240,22.54757225,17.4,531,23,1.629001883,1,0.023329574,26,0
22962,265,3558,384,-17,13.42641509,12,2848.15,276.48,-14.45,10.74773585,10.2,179,7,1.480446927,1,0.023600439,15,0
22963,220,2938,240,-51,13.35454545,12,2345.85,172.8,-36.72,10.66295455,10.2,164,4,1.341463415,1,0.035772891,15,0
22964,296,2405,144,-6,8.125,4,4803.71,266.4,-12.6,16.22875,9.45,212,6,1.396226415,1,0.005787516,19,0
22965,209,1271,144,-12,6.081339713,6,2627.72,266.4,-25.2,12.57282297,12.6,171,8,1.222222222,1,0.020046261,14,0
22966,546,6955,227,-3,12.73809524,12,8312.67,240.62,-3.75,15.22467033,15,376,13,1.45212766,1,0.000718391,50,0
22967,135,1133,240,-12,8.392592593,6,3147.95,612,-35.4,23.31814815,17.7,121,4,1.115702479,1,0.019047619,29,0
22968,155,709,100,-6,4.574193548,2,6386.1,850,-51,41.20064516,19.9,118,6,1.313559322,1,0.027434842,29,0
22969,517,11773,1428,-86,22.77176015,12,17076.25,2427.6,-107.5,33.0294971,17.4,425,11,1.216470588,1,0.011668905,13,0
22970,275,4147,462,-6,15.08,6,9421.05,970.2,-12.6,34.25836364,15.3,174,9,1.58045977,1,0.003843382,15,0
22971,234,2315,246,-5,9.893162393,6,5474.4,516.6,-10.5,23.39487179,15.3,161,8,1.453416149,1,0.006864007,16,0
22972,184,1641,48,-12,8.918478261,12,2668.61,69.6,-19.8,14.50331522,19.8,136,6,1.352941176,1,0.019713262,19,0
22973,112,1102,96,-18,9.839285714,12,1783.94,139.2,-29.7,15.92803571,19.8,80,6,1.4,1,0.019572954,20,0
22974,162,1476,192,-12,9.111111111,6,2380.44,278.4,-19.8,14.69407407,9.9,121,5,1.338842975,1,0.012048193,19,0
22975,139,1103,48,-1,7.935251799,6,1383.59,60,-1.25,9.953884892,7.5,109,5,1.275229358,1,0.000905797,16,0
22976,116,984,36,-12,8.482758621,12,1234.84,45,-15,10.64517241,15,75,10,1.546666667,1,0.036238981,19,0
22977,112,902,48,-1,8.053571429,11,1127.5,60,-1.25,10.06696429,13.75,97,3,1.154639175,1,0.00110742,25,0
22978,208,2328,708,-24,11.19230769,6,8896.67,2959.44,-81.36,42.77245192,22.5,152,18,1.368421053,1,0.031210986,12,0
22979,313,3778,666,-72,12.07028754,6,5604.36,1132.2,-90,17.90530351,8.7,223,15,1.403587444,1,0.023520289,7,0
22980,250,2200,144,-48,8.8,6,3523,208.8,-69.6,14.092,9.9,197,8,1.269035533,1,0.035510741,10,0
22981,74,421,144,-5,5.689189189,1,581.65,180,-7.25,7.860135135,1.45,55,13,1.345454545,1,0.014051522,24,0
22982,144,999,72,-12,6.9375,6,1247.17,76.32,-15,8.660902778,7.5,116,9,1.24137931,1,0.023460411,13,0
22983,326,4795,300,-121,14.70858896,12,1977.17,108,-43.56,6.06493865,5.04,218,8,1.495412844,1,0.026988636,15,0
